refID,doi,pubmed_id,title,authors,journal,year,month,day,SiC_label_count,SiC_Type,amorphousSiC,otherSiC,crystalline_other_unspecified,crystalline_3C-SiC,crystalline_4H-SiC,crystalline_6H-SiC,Category_label_count,Category,NeuralEng,Biosensor,Cardiovascular,Orthopedic_Dental,DrugRelease,GeneralImplants_OtherTech,Data_label_count,Data_Reported,InVivo_animal,InVivo_human,MaterialProperties,FabricationMethods,Benchtop,CellCulture_InVitro,ExVivo
"Lutter, C 2015",10.3233/CH-141839,24787629,Effect of specific surface microstructures on substrate endothelialisation and thrombogenicity: Importance for stent design,"Lutter, Christoph and Nothhaft, Matthias and Rzany, Alexander and Garlichs, Christoph D and Cicha, Iwona",Clinical Hemorheology and Microcirculation,2015,5,,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Cardiovascular,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,"Fabrication,MaterialProperties,Benchtop,CellCulture",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"Ma, Z 2020",10.1093/rb/rbaa021,33149934,Porous silicon carbide coated with tantalum as potential material for bone implants,"Ma, Z and Li, J and Cao, F and Yang, J and Liu, R and Zhao, D",Regenerative biomaterials,2020,6,18,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Ortho_Dental,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"MaterialProperties,CellCulture,InVivo_Animal",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"Ma, Z 2021",10.1088/1748-605X/ac103b,34192669,Bone screws of porous silicon carbide coated with tantalum improve osseointegration and osteogenesis in goat femoral neck fractures,"Ma, Z and Liu, R and Cao, F and Li, J and Yang, J and Kang, K and Gao, Z and Zhao, D","Biomedical materials (Bristol, England)",2021,8,18,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Ortho_Dental,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"CellCulture,InVivo_Animal",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"Ma, Z 2023",10.1093/rb/rbad003,36817973,A novel biomimetic trabecular bone metal plate for bone repair and osseointegration,"Ma, Z and Liu, B and Li, S and Wang, X and Li, J and Yang, J and Tian, S and Wu, C and Zhao, D",Regenerative biomaterials,2023,11,16,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Ortho_Dental,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,"Fabrication,MaterialProperties,CellCulture,InVivo_Animal",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Major, R 2013",10.1039/c3ra23159c,,Inner surface modification of the tube-like elements for medical applications,"Major, Roman and Lackner,  Juergen M and Gorka, Karolina and Wilczek, Piotr and Major, Boguslaw",RSC Advances,2013,4,13,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Cardiovascular,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,"MaterialProperties,Benchtop,CellCulture",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"Maropis, P 1977",10.1016/0030-4220(77)90098-6,265475,"Comparative study of vitreous carbon, pyrolytic carbon, pyrolytic graphite/silicon-carbide, and titanium implants in rabbit mandibles","Maropis, PS and Molinari, JA and Appel, BN and Baumhammers, A","Oral surgery, oral medicine, and oral pathology",1977,4,,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Ortho_Dental,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,InVivo_Animal,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Mishra, N 2019",10.1063/1.5098987,,Growth of graphitic carbon layers around silicon carbide nanowires,"Mishra, N and Bosi, M and Rossi, F and Salviati, G and Boeckl, J and Iacopi, F",JOURNAL OF APPLIED PHYSICS,2019,8,14,1,3C-SiC,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,Biosensors,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"Fabrication,MaterialProperties,Benchtop",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Mittnacht, A 2019",10.1109/NER.2019.8717179,,Stability of polyimide integrated ITO electrodes,"Mittnacht, A. and Alt, M. T. and Stieglitz, T.  and Eickenscheidt, M.",2019 9th International IEEE/EMBS Conference on Neural Engineering (NER),2019,3,,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Neural,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,"Fabrication,MaterialProperties,Benchtop",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Mognetti, B 2010",10.1166/jnn.2010.3049,21121285,Preferential killing of cancer cells using silicon carbide quantum dots,"Mognetti, B and Barberis, A and Marino, S and Di Carlo, F and Lysenko, V and Marty, O and Geloen, A",Journal of nanoscience and nanotechnology,2010,12,,1,3C-SiC,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,DrugRelease,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Fabrication,MaterialProperties,CellCulture",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Mohammadi, M 2014",10.1016/j.ceramint.2014.01.044,,"Investigation of biocompatible nanosized materials for development of strong calcium phosphate bone cement: Comparison of nano-titania, nano-silicon carbide and amorphous nano-silica","Mohammadi, M and Hesaraki, S and Hafezi-Ardakani, M",CERAMICS INTERNATIONAL,2014,1,18,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Ortho_Dental,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Fabrication,MaterialProperties,Benchtop",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Mohd Nasir, N 2012",10.1109/ICoBE.2012.6178985,,Fabrication of 3C-silicon carbide membranes: Towards development of novel microdevices for biomedical applications,"Mohd Nasir, N. F. and Shah, C. M. and Leech, P. W. and Reeves, G. K. and Pirogova, E. and Istivan, T. and Tanner, P. and Holland, A. S.",2012 International Conference on Biomedical Engineering (ICoBE),2012,2,27,1,3C-SiC,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,OtherTechnologies,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,"Fabrication,MaterialProperties,Benchtop",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Mohd Nasir, N 2014",10.1109/IECBES.2014.7047521,,The effect of micromachining process to the biocompatibility of 3C-SiC membranes,"Mohd Nasir, N. F. and Gan, E. and Shukla, R. and Istivan, T. and Pirogova, E. and Tanner, P. and Holland, A. S.",2014 IEEE Conference on Biomedical Engineering and Sciences (IECBES),2014,12,8,1,3C-SiC,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,OtherTechnologies,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,"Fabrication,CellCulture",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"Moll, P 2022",10.1109/JMEMS.2022.3163477,,Biocompatible a-SiC:H-Based Bistable MEMS Membranes With Piezoelectric Switching Capability in Fluids,"Moll, P. and Pfusterschmied, G. and Schneider, M. and Dorfmeister, M. and Knafl, S. and Wanzenboeck, H. D. and Schmid, U.",Journal of Microelectromechanical Systems,2022,6,,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,OtherTechnologies,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,"Fabrication,MaterialProperties,Benchtop,CellCulture",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"Montero Arevalo, B 2023",10.3390/mi14061262,37374847,SiC Electrochemical Sensor Validation for Alzheimer Aβ42 Antigen Detection,"Montero Arevalo, B and Seufert BI and Hossain MS and Bernardin E and Takshi A and Saddow SE and Schettini N",Micromachines,2023,6,16,2,"a-SiC,4H-SiC",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"Neural,Biosensors",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,"Fabrication,Benchtop",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Mughal, M 2021",10.1016/j.jmbbm.2020.104145,33125953,Surface modification for osseointegration of Ti6Al4V ELI using powder mixed sinking EDM,"Mughal, MP and Farooq, MU and Mumtaz, J and Mia, M and Shareef, M and Javed, M and Jamil, M and Pruncu, CI",Journal of the mechanical behavior of biomedical materials,2021,10,17,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Ortho_Dental,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Fabrication,MaterialProperties",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Murakami, T 2001",10.4028/www.scientific.net/KEM.218-220.521,,Influence of material combinations and lubricants on friction and wear in ceramic-on-ceramic sliding pairs for joint prostheses,"Murakami, T and Doi, S",BIOCERAMICS 14,2001,1,15,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Ortho_Dental,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"MaterialProperties,Benchtop",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"Naji, A 1991",10.1016/0142-9612(91)90118-t,1742414,"Cytocompatibility of two coating materials, amorphous alumina and silicon carbide, using human differentiated cell cultures","Naji, A and Harmand, MF",Biomaterials,1991,9,,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Ortho_Dental,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"CellCulture,ExVivo",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"Nguyen, C 2021",10.1109/EMBC46164.2021.9629701,,Evaluation of Amorphous Silicon Carbide on Utah Electrode Arrays by Thermal Accelerated Aging,"Nguyen, C. K. and Abbott , J. R. and  Negi , S. and Cogan, S. F. ",2021 43rd Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC),2021,,,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Neural,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,"Fabrication,MaterialProperties,Benchtop",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Nguyen, C 2022",10.1109/IEDM45625.2022.10019503,,Increasing the Lifetime of the Implantable Neural Devices,"Nguyen, CK and Srikanthan,B and R. Bhandari and Cogan, SF and Negi, S",2022 International Electron Devices Meeting (IEDM),2022,12,,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Neural,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"Fabrication,Benchtop",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Nguyen, C 2024a",10.1109/EMBC53108.2024.10781825,,Analyzing Voltage Transients Under Different Stimulation Configurations and Rates in Rat Cortex,"Nguyen, C. K. and Sturgill, B. S. and Negi, S. and Cogan, S. F.",2024 46th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),2024,7,15,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Neural,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"Benchtop,InVivo_Animal",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Nguyen, C 2024b",10.1109/EMBC53108.2024.10782884,,Leakage Current Measurements of Amorphous Silicon Carbide Encapsulation for Implantable Microelectrode Arrays,"Nguyen, C. K. and Joshi-Imre, A. and Negi, S. and Cogan, S. F.",2024 46th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),2024,7,15,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Neural,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"Fabrication,Benchtop",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Nguyen, T 2022a",10.1021/acsnano.2c03188,35816450,"Integrated, Transparent Silicon Carbide Electronics and Sensors for Radio Frequency Biomedical Therapy","Nguyen, TK and Yadav, S and Truong, TA and Han, M and Barton, M and Leitch, M and Guzman, P and Dinh, T and Ashok, A and Vu, H and Dau, V and Haasmann, D and Chen, L and Park, Y and Do, TN and Yamauchi, Y and Rogers, JA and Nguyen, NT and Phan, HP",ACS nano,2022,7,26,1,3C-SiC,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,Neural,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6,"Fabrication,MaterialProperties,Benchtop,CellCulture,ExVivo,InVivo_Animal",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"Nguyen, T 2022b",10.1073/pnas.2203287119,35939711,"Wide bandgap semiconductor nanomembranes as a long-term biointerface for flexible, implanted neuromodulator","Nguyen, TK and Barton, M and Ashok, A and Truong, TA and Yadav, S and Leitch, M and Nguyen, TV and Kashaninejad, N and Dinh, T and Hold, L and Yamauchi, Y and Nguyen, NT and Phan, HP",Proceedings of the National Academy of Sciences of the United States of America,2022,8,16,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,"Neural,Biosensors",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,"Fabrication,MaterialProperties,Benchtop,CellCulture,InVivo_Animal",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"Nordlund, A 1989",10.1016/s0901-5027(89)80037-2,2516106,A comparative experimental investigation in monkeys between three different implant materials,"Nordlund, A and Zetterqvist, L and Oden, A",International journal of oral and maxillofacial surgery,1989,12,,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Ortho_Dental,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"CellCulture,InVivo_Animal",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"Nordsletten, L 1996",10.1016/0142-9612(96)89777-8,8853123,"Human monocytes stimulation by particles of hydroxyapatite, silicon carbide and diamond: in vitro studies of new prosthesis coatings","Nordsletten, L and Hogasen, AK and Konttinen, YT and Santavirta, S and Aspenberg, P and Aasen, AO",Biomaterials,1996,8,,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Ortho_Dental,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,CellCulture,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"Nurdin, N 2003",10.22203/ecm.v005a02,14562274,Haemocompatibility evaluation of DLC- and SiC-coated surfaces,"Nurdin, N and François, P and Mugnier, Y and Krumeich, J and Moret, M and Aronsson, BO and Descouts, P",European Cells and Materials,2003,6,,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,OtherTechnologies,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,"Fabrication,MaterialProperties,Benchtop,CellCulture",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"Oliveros, A 2011",10.4028/www.scientific.net/MSF.679-680.831,,Cellular Interactions on Epitaxial Graphene on SiC (0001) Substrates,"Oliveros, A and Coletti, C and Frewin, C and Locke, C and Starke, U and Saddow, SE",SILICON CARBIDE AND RELATED MATERIALS 2010,2011,3,28,1,6H-SiC,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,OtherTechnologies,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,"MaterialProperties,CellCulture",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"Oliveros, A 2012",10.1557/jmr.2012.233,,Assessment of cell proliferation on 6H-SiC biofunctionalized with self-assembled monolayers,"Oliveros, A and Frewin, CL and Schoell, SJ and Hoeb, M and Stutzmann, M and Sharp, ID and Saddow, SE",JOURNAL OF MATERIALS RESEARCH,2012,7,31,1,6H-SiC,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,OtherTechnologies,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,"Fabrication,MaterialProperties,CellCulture",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Ozbek, C 1997",10.1002/(sici)1097-0304(199705)41:1<71::aid-ccd17>3.0.co;2-t,9143772,Coronary implantation of silicone-carbide-coated Palmaz-Schatz stents in patients with high risk of stent thrombosis without oral anticoagulation,"Ozbek, C and Heisel, A and Gross, B and Bay, W and Schieffe,  H",Catheterization and Cardiovascular Diagnosis,1997,5,1,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Cardiovascular,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"CellCulture,InVivo_Human",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"Panday, R 2006",10.4028/www.scientific.net/MSF.527-529.1107,,Mechanical testing of flexible silicon carbide interconnect ribbons,"Panday, R and Fu, XA and Rajgopal, S and Lisby, T and Nikles, SA and Najafi, K and Mehregany, M","SILICON CARBIDE AND RELATED MATERIALS 2005, PTS 1 AND 2",2006,10,1,1,3C-SiC,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,Neural,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,"Fabrication,MaterialProperties,Benchtop",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Pham, T 2020",10.1002/adfm.202004655,,A Versatile Sacrificial Layer for Transfer Printing of Wide Bandgap Materials for Implantable and Stretchable Bioelectronics,"Pham, TA and Nguyen, TK and Vadivelu, RK and Dinh, T and Qamar, A and Yadav, S and Yamauchi, Y and Rogers, JA and Nguyen, NT and Phan, HP",ADVANCED FUNCTIONAL MATERIALS,2020,9,4,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"Neural,Biosensors,Cardiovascular",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3,"Fabrication,MaterialProperties,Benchtop",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Phan, H 2019",10.1021/acsnano.9b05168,31433939,"Long-Lived, Transferred Crystalline Silicon Carbide Nanomembranes for Implantable Flexible Electronics","Phan, HP and Zhong, Y and Nguyen, TK and Park, Y and Dinh, T and Song, E and Vadivelu, RK and Masud, MK and Li J and Shiddiky, MJA and Dao, D and Yamauchi, Y and Rogers, JA and Nguyen, NT",ACS nano,2019,10,22,1,3C-SiC,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Neural,Biosensors,Cardiovascular",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,"Fabrication,Benchtop",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Pilgrim, T 2014",10.1016/j.ahj.2014.06.004,25173535,Randomized comparison of biodegradable polymer sirolimus-eluting stents versus durable polymer everolimus-eluting stents for percutaneous coronary revascularization: rationale and design of the BIOSCIENCE trial,"Pilgrim, T and Roffi, M and Tüller, D and Muller, O and Vuilliomenet, A and Cook, S and Weilenmann, D and Kaiser, C and Jamshidi, P and Heg, D and Juni, P and Windecker, S",American heart journal,2014,9,,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Cardiovascular,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"CellCulture,InVivo_Human",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"Pons-Faudoa, F 2023",10.1016/j.jconrel.2023.04.037,37120032,Changes in local tissue microenvironment in response to subcutaneous long-acting delivery of tenofovir alafenamide in rats and non-human primates,"Pons-Faudoa, FP and Di Trani, N and Capuani, S and Hernandez, N and Wood, AM and Nehete, B and Niles, J and Shelton, KA and Kezar, S and Bushman, LR and Chua, CYX and Ittmann, MM and Anderson, PL and Nehete, PN and Arduino, RC and Nichols, JE and Grattoni, A",Journal of Controlled Release,2023,6,,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,DrugRelease,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"CellCulture,InVivo_Animal",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"Reyes, M 2013",10.1149/05804.0119ecst,,3C-SiC on Si Hetero-epitaxial Growth for Electronic and Biomedical Applications,"Reyes, M and Frewin, CL and Ward, PJ and Saddow, SE",GALLIUM NITRIDE AND SILICON CARBIDE POWER TECHNOLOGIES 3,2013,,,1,3C-SiC,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Neural,Biosensors",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,"Fabrication,MaterialProperties",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Rosenbloom, A 2004",10.1023/B:BMMD.0000048558.91401.1d,15548873,Nanoporous SiC: a candidate semi-permeable material for biomedical applications,"Rosenbloom, AJ and Sipe, DM and Shishkin, Y and Ke, Y and Devaty, RP and Choyke, WJ",Biomedical microdevices,2004,12,,1,6H-SiC,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,Biosensors,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,"MaterialProperties,Benchtop",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"Saddow, S 2010",10.1557/PROC-1246-B08-08,,Single-crystal Silicon Carbide: A Biocompatible and Hemocompatible Semiconductor for Advanced Biomedical Applications,"Saddow, SE and Coletti, C and Frewin, CL and Schettini, N and Oliveros, A and Jarosezski, M",MRS Online Proceedings Library,2010,8,10,3,"3C-SiC,4H-SiC,6H-SiC",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,OtherTechnologies,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,"Fabrication,MaterialProperties,Benchtop,CellCulture",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"Saddow, S 2014a",10.1149/06107.0101ecst,,3C-SiC on Si: A Biocompatible Material for Advanced Bioelectronic Devices,"Saddow, SE and Frewin, CL and Reyes, M and Register, J and Nezafati, M and Thomas, S",Micromachines,2014,5,14,1,3C-SiC,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Neural,Biosensors",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,6,"Fabrication,MaterialProperties,Benchtop,CellCulture,ExVivo,InVivo_Animal",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"Saddow, S 2014b",10.1109/NMDC.2014.6997419,,3C-SiC on Si: A bio- and hemo-compatible material for advanced nano-bio devices,"Saddow, S. E. and Frewin, C. L. and Nezafati, M. and Oliveros, A. and Afroz, S. and Register, J. and Reyes, M. and Thomas, S.",2014 IEEE 9th Nanotechnology Materials and Devices Conference (NMDC),2014,12,29,2,"a-SiC,3C-SiC",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Neural,Biosensors",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,"Fabrication,Benchtop,CellCulture,ExVivo,InVivo_Animal",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"Santavirta, S 1998",10.1007/s004020050319,9833115,Biocompatibility of silicon carbide in colony formation test in vitro. A promising new ceramic THR implant coating material,"Santavirta, S and Takagi, M and Nordsletten, L and Anttila, A and Lappalainen, R and Konttinen, YT",Archives of orthopaedic and trauma surgery,1998,11,,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Ortho_Dental,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,CellCulture,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"Sascha, K 2006",10.1109/ESTC.2006.280139,,Implementation of Methods to Characterise Encapsulation Behaviour of Intended Implantable Materials,"Sascha, K. and Marzellus, g. H. and Jui-Mei, H. and Peter, K. K. and Solzbacher, F.",2006 1st Electronic Systemintegration Technology Conference,2006,9,5,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,OtherTechnologies,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,"Fabrication,Benchtop",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Scheller, B 2001",10.1016/s0002-9343(00)00643-4,11152857,Long-term follow-up of a randomized study of primary stenting versus angioplasty in acute myocardial infarction,"Scheller, B and Hennen, B and Severin-Kneib, S and Ozbek, C and Schieffer, H and Markwirth, T",The American Journal of Medicine,2001,1,,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Cardiovascular,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,InVivo_Human,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Schuler, P 2003",10.1080/15419060302065,12881037,Adhesion of monocytes to medical steel as used for vascular stents is mediated by the integrin receptor Mac-1 (CD11b/CD18; alphaM beta2) and can be inhibited by semiconductor coating,"Schuler, P and Assefa, D and Ylänne, J and Basler, N and Olschewski, M and Ahrens, I and Nordt, T and Bode, C and Peter, K",Cell Communication & Adhesion,2003,1,,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Cardiovascular,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,"Fabrication,MaterialProperties,Benchtop",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Secco GG, a 2015",10.1016/j.carrev.2015.12.001,26831901,Time-related changes in neointimal tissue coverage of a novel Sirolimus eluting stent: Serial observations with optical coherence tomography,"Secco GG, and Mattesini, A and Fattori, R and Parisi, R and Castriota, F and Vercellino, M and Dall'Ara, G and Uguccioni, L and Marinucci, L and De Luca, G and Marino, PN and Pistis, G and Di Mario, C",Cardiovascular revascularization medicine : including molecular interventions,2015,12,,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Cardiovascular,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"CellCulture,InVivo_Human",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"Silvestri, A 2021",10.3390/membranes11070535,34357186,Silicon Carbide-Gated Nanofluidic Membrane for Active Control of Electrokinetic Ionic Transport,"Silvestri, Antonia and Di Trani, Nicola and Canavese, Giancarlo and Motto Ros, Paolo and Iannucci, Leonardo and Grassini, Sabrina and Wang, Yu and Liu, Xuewu and Demarchi, Danilo and Grattoni, Alessandro",Membranes,2021,7,15,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,DrugRelease,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Fabrication,MaterialProperties,Benchtop",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Taguchi, T 2014",10.1016/j.msec.2013.10.007,24268230,Deposition of hydroxyapatite on SiC nanotubes in simulated body fluid,"Taguchi, T and Miyazaki, T and Iikubo, S and Yamaguchi, K","Materials science & engineering. C, Materials for biological applications",2014,1,,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Ortho_Dental,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Fabrication,MaterialProperties,Benchtop",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Takami, Y 1998",10.1046/j.1525-1594.1998.6184r.x,9754460,Evaluation of platelet adhesion and activation on materials for an implantable centrifugal blood pump,"Takami, Y and Yamane, S and Makinouchi, K and Niimi, Y and Sueoka, A and Nose, Y",Artificial organs,1998,9,,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Cardiovascular,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,"MaterialProperties,Benchtop,CellCulture",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
